Tên phim,ID phim,Đạo diễn,Diễn viên chính,Thể loại phim,Thời lượng (phút),Độ phổ biến,Năm phát hành,Link Poster,Link Backdrop,Điểm đánh giá,Mô tả
Lãng Khách Kenshin: Khởi Đầu,672322,大友啓史,"佐藤健, 有村架純, 高橋一生, 村上虹郎, 安藤政信","Phim Hành Động, Phim Phiêu Lưu, Phim Chính Kịch, Phim Lãng Mạn",138,12.542,2021,https://image.tmdb.org/t/p/w500/6z7yWpJLPoAh2EXNUOnm7EGx61y.jpg,https://image.tmdb.org/t/p/original/iGmfHHa3CSqKrH3yeS9CQVLAVUl.jpg,7.665,"Trước khi là người bảo vệ, Kenshin là tay sát thủ đáng sợ mang tên Battosai. Nhưng sau khi gặp cô gái hiền lành Yukishiro Tomoe, câu chuyện của anh bắt đầu thay đổi."
"Đỏ, Trắng & Xanh Hoàng Gia",930094,Matthew López,"Taylor Zakhar Perez, Nicholas Galitzine, Uma Thurman, Clifton Collins Jr., Rachel Hilson","Phim Hài, Phim Lãng Mạn",118,11.2121,2023,https://image.tmdb.org/t/p/w500/aYZ6rq2txHGxvTUJ8PZcYAdy6nL.jpg,https://image.tmdb.org/t/p/original/7QDWTqSGqI2Q5dOBtvT64MOhmwJ.jpg,7.9,"Sau khi một cuộc ẩu đả xảy ra giữa Alex (con trai của tổng thống) và Hoàng tử Henry của nước Anh tại một sự kiện hoàng gia trở thành chủ đề bị bàn tán trên báo mạng, hiềm khích bấy lâu giữa hai người đã gây ảnh hưởng đến mối quan hệ giữa hai nước Mỹ và Anh. Khi họ bị buộc phải giả bộ làm lành, mối quan hệ băng giá giữa hai người đã tan chảy và dần nảy nở thành một tình cảm sâu sắc mà chính họ cũng không ngờ tới."
White Men Can't Jump,920125,Calmatic,"Sinqua Walls, Jack Harlow, Lance Reddick, Teyana Taylor, Laura Harrier","Phim Hài, Phim Chính Kịch",101,15.0008,2023,https://image.tmdb.org/t/p/w500/i83Ykng2HVY5EF043zMmeQdLUQY.jpg,https://image.tmdb.org/t/p/original/oq597AkQ3AOcUO1RdaUS8N6fmrz.jpg,6.373,
Die Puppe,48256,Ernst Lubitsch,"Ossi Oswalda, Victor Janson, Hermann Thimig, Max Kronert, Marga Köhler","Phim Hài, Phim Giả Tượng, Phim Lãng Mạn",66,11.1435,1919,https://image.tmdb.org/t/p/w500/36QJm0OghjWRlibUmTmGFLrIkZM.jpg,https://image.tmdb.org/t/p/original/aIhBr3y8lUv7fGBaoTh1btKaEzf.jpg,7.376,
The Stolen,484238,Niall Johnson,"Alice Eve, Jack Davenport, Graham McTavish, Richard O'Brien, Cohen Holloway","Phim Miền Tây, Phim Hành Động, Phim Phiêu Lưu, Phim Chính Kịch",98,12.321,2017,https://image.tmdb.org/t/p/w500/lOdfW2FXC6Em4b9IL4TXkzhpSsK.jpg,https://image.tmdb.org/t/p/original/9LPHqjESTBBWd55RHaukONqMt2C.jpg,5.4,
Phi Vụ Chuyển Tiền,1106289,Tim Story,"Eddie Murphy, Pete Davidson, Keke Palmer, Eva Longoria, Jack Kesy","Phim Hành Động, Phim Hài, Phim Hình Sự",94,11.8406,2025,https://image.tmdb.org/t/p/w500/vFWvWhfAvij8UIngg2Vf6JV95Cr.jpg,https://image.tmdb.org/t/p/original/y7tjLYcq2ZGy2DNG0ODhGX9Tm60.jpg,6.459,Một nhiệm vụ vận chuyển tiền mặt tưởng chừng đơn giản nhanh chóng biến thành cơn ác mộng khi Russell và Travis - hai tài xế xe bọc thép trái ngược về mọi mặt - rơi vào ổ phục kích của một băng tội phạm hung hãn do nữ quái Zoe cầm đầu.
PとJK,438660,廣木隆一,"亀梨和也, 土屋太鳳, 高杉真宙, 玉城ティナ, 大政絢",Phim Hài,124,11.7365,2017,https://image.tmdb.org/t/p/w500/1RWccwpLwEjvjRANwVPD13ONs8Y.jpg,https://image.tmdb.org/t/p/original/292KyEGU0ugKF5Ha99lNdNq0CgF.jpg,7.148,
Joli Joli,1217484,Diastème,"Clara Luciani, William Lebghil, Laura Felpin, Victor Belmondo, Jeanne Rosa","Phim Hài, Phim Nhạc, Phim Lãng Mạn",116,11.0693,2024,https://image.tmdb.org/t/p/w500/gzQxJB7FxW5CHFO41RhA2AcD3uM.jpg,https://image.tmdb.org/t/p/original/s9iFz6ggb9NU6rV7ifOwFjdNT3z.jpg,5.448,
Tay Lái Siêu Hạng,64690,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks, Oscar Isaac","Phim Chính Kịch, Phim Gây Cấn, Phim Hình Sự",100,11.8882,2011,https://image.tmdb.org/t/p/w500/nkgbC7EXq3uke9wFxzNXJx8tcQ.jpg,https://image.tmdb.org/t/p/original/oeEiUwvqHxWT0XqD3YlViaiJOVD.jpg,7.583,"Drive là câu chuyện ở Hollywood về một diễn viên đóng thế (Gosling) các cảnh đua xe trong phim hành động. Cuộc sống của anh cũng bình lặng như những diễn viên hạng thường ở Hollywood, một căn hộ nhỏ và mối tình với cô gái hàng xóm. Nhưng thật ra nghề tay phải của anh là lái thuê cho bọn tội phạm trong các phi vụ đánh cướp. Cho đến khi thực hiện một hợp đồng lái thuê, anh nhận ra mình bị dính vào một vụ án nguy hiểm có thể hại cả anh và người yêu. Điều duy nhất có thể cứu cả hai là anh phải ngồi sau vô lăng và đạp ga tăng hết tốc lực."
The Thicket,395817,Elliott Lester,"Peter Dinklage, Juliette Lewis, Levon Hawke, Leslie Grace, Gbenga Akinnagbe","Phim Miền Tây, Phim Hình Sự, Phim Gây Cấn",105,12.3485,2024,https://image.tmdb.org/t/p/w500/jsvk8e0HgITFX0gbDEjj6hOytsP.jpg,https://image.tmdb.org/t/p/original/3m7252MFY0YkOrr7SmnPEhuSha6.jpg,6.477,
Deadly Assistant,589261,Daphne Zuniga,"Breanne Hill, Keenan Tracey, Kate Gilligan, Mike Capozzi, Philip Boyd","Phim Chính Kịch, Chương Trình Truyền Hình",84,12.5548,2019,https://image.tmdb.org/t/p/w500/4xa1q03ZWiIhGncx72BMEE6FODU.jpg,https://image.tmdb.org/t/p/original/eOKKAsr4HLEnhlLctoUOvOhQjC1.jpg,4.167,
Vengeance Valley,43384,Richard Thorpe,"Burt Lancaster, Robert Walker, Joanne Dru, Sally Forrest, John Ireland",Phim Miền Tây,83,11.3603,1951,https://image.tmdb.org/t/p/w500/yIiXDUWV2ka5116V4snpCBRsn0b.jpg,https://image.tmdb.org/t/p/original/ar0U96O9sZ1VYmhSXzqb3vzlUlQ.jpg,5.231,
Mùa Hè Kinh Hãi 4,1083433,Jennifer Kaytin Robinson,"Madelyn Cline, Chase Sui Wonders, Jonah Hauer-King, Tyriq Withers, Sarah Pidgeon","Phim Kinh Dị, Phim Bí Ẩn, Phim Gây Cấn",111,11.9425,2025,https://image.tmdb.org/t/p/w500/x8NisBbgtLhlNGaM9QYn7scwYue.jpg,https://image.tmdb.org/t/p/original/gVPjIcYo1gTaACF43OMsralrcUS.jpg,5.8,"Khi năm người bạn vô tình gây ra một vụ tai nạn xe hơi chết người, họ quyết định che giấu và lập một giao ước giữ bí mật thay vì phải đối mặt với hậu quả. Một năm sau, quá khứ trở lại ám ảnh họ, buộc họ phải đối diện với một sự thật khủng khiếp: có ai đó biết những gì họ đã làm vào mùa hè năm ngoái… và quyết tâm trả thù họ. Khi từng người trong nhóm bị một kẻ sát nhân truy đuổi, họ phát hiện ra rằng điều này đã xảy ra trước đây, và họ tìm đến hai người sống sót từ vụ thảm sát huyền thoại ở Southport năm 1997 để cầu cứu."
Nàng Bạch Tuyết,447273,Marc Webb,"Rachel Zegler, Gal Gadot, Andrew Burnap, Andrew Barth Feldman, Jeremy Swift","Phim Gia Đình, Phim Giả Tượng",109,13.8305,2025,https://image.tmdb.org/t/p/w500/24vmIaNTaXPXKdveylQ2C3hcWaD.jpg,https://image.tmdb.org/t/p/original/tyfO9jHgkhypUFizRVYD0bytPjP.jpg,4.3,"Câu chuyện của Nàng Bạch Tuyết ban đầu cũng giống như cổ tích, khi nàng công chúa mới chào đời, mang niềm vui và sự ấm áp tới cả vương quốc xinh đẹp. Mẹ mất sớm, cha bao bọc nàng bằng tất cả tình yêu thương, dạy nàng phải sống không sợ hãi, công bằng, dũng cảm và chân thành. Bạch Tuyết càng lớn lên càng lay động lòng người, với vẻ đẹp thuần khiết như ánh nắng ban mai và một trái tim thiện lương, nhân hậu. Thế nhưng, những ngày tháng vui vẻ không kéo dài lâu khi cha cô cũng qua đời. Ngày hoàng hậu mới lên ngôi, bóng tối bao trùm cả vương quốc. Độc ác và đầy dã tâm, ả không có lòng khoan dung, sẵn sàng trừng phạt bất cứ ai dám làm trái lệnh. Sự ghen ghét, đố kỵ của mẹ kế đẩy Bạch Tuyết vào cảnh nguy hiểm. Nàng phải chạy trốn vào rừng sâu, nơi cuộc phiêu lưu của nàng bắt đầu với những người bạn tốt bụng mới."
The Immigrant,47653,Charlie Chaplin,"Charlie Chaplin, Edna Purviance, Eric Campbell, Albert Austin, Henry Bergman","Phim Hài, Phim Lãng Mạn",24,13.2991,1917,https://image.tmdb.org/t/p/w500/f4xP9DvXKqpYKo0Fth5tKyZY8ej.jpg,https://image.tmdb.org/t/p/original/fH41fInZdBJTBNwDIjrfWF0Ylh1.jpg,7.282,
Santo cachón,556802,Andrés Felipe Orjuela,"Alejandro Gutierrez, José Manuel Ospina, Jimmy Vásquez, Aída Morales, Elianis Garrido",Phim Hài,87,11.4431,2018,https://image.tmdb.org/t/p/w500/6zgIDeHTQvzp5Gr8cJjWEbqbIYV.jpg,https://image.tmdb.org/t/p/original/zE1VJ3ipYUUdupZpC3vqJocrY7v.jpg,6.0,
Shrek 3,810,Chris Miller,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Julie Andrews","Phim Giả Tượng, Phim Phiêu Lưu, Phim Hoạt Hình, Phim Hài, Phim Gia Đình",93,11.7054,2007,https://image.tmdb.org/t/p/w500/n4SexGGQzI26E269tfpa80MZaGV.jpg,https://image.tmdb.org/t/p/original/wvXxKpFGXvQJRB0nvvfURhRD3C0.jpg,6.298,"Nội dung “Shrek 3” nói về Shrek sau khi đã yên vị phò mã bên nàng công chúa Fiona (đã không còn xinh đẹp). Anh nghiêm túc nhận ra và gánh vác những trách nhiệm mới mà cuộc sống mang lại: trách nhiệm của một vị vua trong tương lai và trách nhiệm của người chồng chăm lo cho cuộc sống gia đình. Đức vua Harold, trong lốt một chú ếch, lâm trọng bệnh và qua đời, để lại cho Shrek trọng trách gánh vác giang sơn, Shrek tự nhận thấy mình không thể làm được một vị vua tài giỏi, đã một mực từ chối trách nhiệm. Nhưng sự đời thật khó biết đến chữ “ngờ”… Tiếp nối nội dung của câu chuyện ở phần 1 và 2, Shrek 3 đưa khán giả theo chân những nhân vật cổ tích tham gia một chuyến phiêu lưu mới không ít những tình huống dở khóc dở cười. Bộ phim đã đạt được nhiều đề cử danh giá cho phim hoạt hình xuất sắc nhất ở các giải thưởng lớn như Kid’s Choice Award hay BAFTA Award."
Citizen Ashe,850990,Rex Miller,"Billie Jean King, Jeanne Moutoussamy-Ashe, Johnnie Ashe, John McEnroe, Donald Dell",Phim Tài Liệu,95,11.9215,2021,https://image.tmdb.org/t/p/w500/fcQZTWnCcQ2mokWNt9lITpNKO09.jpg,https://image.tmdb.org/t/p/original/ttrzM4b47fX5TfzJlU9wxdoyJUE.jpg,4.167,
AlMarhum,1261148,Adhe Dharmastriya,"Safira Ratu Sofya, Dimas Aditya, Alzi Markers, Meisya Amira, Nova Eliza","Phim Kinh Dị, Phim Gây Cấn",102,9.9881,2025,https://image.tmdb.org/t/p/w500/bHmtY7LUn27DGaQlZLKhROdrLrh.jpg,https://image.tmdb.org/t/p/original/83xeZxAUzv1AEm74lGx0jdbVMAc.jpg,5.875,
Kokoda,9774,Alister Grierson,"Jack Finsterer, Travis McMahon, Simon Stone, Luke Ford, Tom Budge","Phim Hành Động, Phim Lịch Sử, Phim Chiến Tranh",92,11.1403,2006,https://image.tmdb.org/t/p/w500/99XSpD5ItqGbwECfpspHWQRkwXR.jpg,https://image.tmdb.org/t/p/original/6SEh1SjP2EZ6OAIfc8c9btpmcli.jpg,6.2,
Dopo mezzanotte,38004,Davide Ferrario,"Giorgio Pasotti, Francesca Inaudi, Fabio Troiano, Francesca Picozza, Silvio Orlando","Phim Hài, Phim Lãng Mạn",92,11.9012,2004,https://image.tmdb.org/t/p/w500/4FbAgBWfJiSKyBWPzTkc8hQsLAh.jpg,https://image.tmdb.org/t/p/original/bh2STDcRZSsPmf49CcuTkMpybYH.jpg,6.4,
Đường Đua Rực Lửa 3,505746,Hallvard Bræin,"Anders Baasmo Christiansen, Ida Husøy, Sven Nordin, Otto Jespersen, Henrik Mestad","Phim Hành Động, Phim Hài",100,11.7172,2020,https://image.tmdb.org/t/p/w500/f4xfU5BUrdDeOgt3J6drQGNjfZk.jpg,https://image.tmdb.org/t/p/original/zxHHmvUYlYhBuBmZpIrjnamCO3c.jpg,5.5,"Đám cưới bị hủy ngang, Roy nhận lời khi một kẻ thù mới thách đấu tại đường đua Nürburgring nổi danh ở Đức, để giành lại cô dâu bỏ đi mất của mình."
En folkefiende,55335,Erik Skjoldbjærg,"Jørgen Langhelle, Pia Tjelta, Sven Nordin, Trine Wiggen, Per Jansen","Phim Chính Kịch, Phim Lịch Sử",90,10.3421,2005,https://image.tmdb.org/t/p/w500/5RntTds7gKhExhu8x4RVfjWA30r.jpg,https://image.tmdb.org/t/p/original/lIi2Hn4kgSe0GUPvgGAcmZY7Z7q.jpg,6.1,
P & B,105734,Hans Alfredson,"Stellan Skarsgård, Allan Edwall, Lena Nyman, Lill Lindfors, Björn Gustafson","Phim Hài, Phim Chính Kịch",105,11.525,1983,https://image.tmdb.org/t/p/w500/1CXqV5Li20Rpn5INaAtKHHXQmvn.jpg,https://image.tmdb.org/t/p/original/WMRFJ9vBa9A2QRRMbXXtnIeyB.jpg,5.9,
Canh Bạc Cuối Cùng,1149167,Randall Emmett,"John Travolta, Gina Gershon, Lukas Haas, Quavo, Natali Yura","Phim Hành Động, Phim Hình Sự, Phim Gây Cấn",101,12.2217,2025,https://image.tmdb.org/t/p/w500/hHowAaChDjwueySmwVbsjHmpWa.jpg,https://image.tmdb.org/t/p/original/me3SisKfnxwBP69aOVKAVMw9vDM.jpg,6.345,"Cốt truyện xoay quanh Mason Goddard (John Travolta), một siêu trộm đang tận hưởng cuộc sống mơ ước cùng đồng đội và người phụ nữ anh yêu, Amelia Decker (Gina Gershon). Tuy nhiên, khi kẻ thù không đội trời chung là Salazar bắt cóc Decker, Mason buộc phải thực hiện một vụ cướp sòng bạc gần như không thể để đổi lấy sự tự do của cô. Trong khi đó, anh phải đối mặt với các đối thủ tàn nhẫn khác của Salazar và sự truy đuổi gắt gao từ FBI, đặt cược tất cả để cứu Decker."
Vườn Địa Đàng,1042834,Ron Howard,"Jude Law, Ana de Armas, Vanessa Kirby, Daniel Brühl, Sydney Sweeney","Phim Gây Cấn, Phim Chính Kịch",129,11.8381,2025,https://image.tmdb.org/t/p/w500/jbFEESMVbpJU8IjZBjiWGJdEsxR.jpg,https://image.tmdb.org/t/p/original/rz8NcfTRczvn94vpnmMx42zt6EC.jpg,6.735,"Vì khao khát thay đổi sâu sắc, một nhóm người đã rời bỏ xã hội để tự kiến tạo tương lai mới giữa vùng đất khắc nghiệt của quần đảo Galápagos."
Chú Gà Siêu Quậy,9982,Mark Dindal,"Zach Braff, Garry Marshall, Don Knotts, Amy Sedaris, Steve Zahn","Phim Hoạt Hình, Phim Gia Đình, Phim Hài",81,13.1687,2005,https://image.tmdb.org/t/p/w500/vkhMtzwmAEglnilVNsL3IE6kU0B.jpg,https://image.tmdb.org/t/p/original/neaUbI8fDtfnitw81ovBN0av8xE.jpg,5.902,"Phim kể về Chicken Little, một chú gà con nhỏ bé bị cả thị trấn Oakey Oaks chế giễu sau khi chú hoảng loạn tuyên bố rằng ""trời đang sập"" vì một mảnh của ""bầu trời"" rơi trúng đầu chú. Không ai tin lời chú, và chú trở thành trò cười. Một năm sau, khi đang cố gắng lấy lại danh tiếng bằng cách tham gia đội bóng chày của trường, Chicken Little lại bị một mảnh vật thể hình lục giác rơi trúng đầu lần nữa. Lần này, chú phát hiện ra rằng vật thể đó không phải là một mảnh trời, mà là một tấm ngụy trang từ một con tàu vũ trụ ngoài hành tinh! Cùng với những người bạn bị ruồng bỏ của mình – cô vịt xấu xí Abby Mallard, chú heo béo phì Runt of the Litter và chú cá không biết bơi Fish Out of Water – Chicken Little phải cố gắng cảnh báo thị trấn về cuộc xâm lược của người ngoài hành tinh và cứu thế giới, dù mọi người vẫn không tin vào chú."
Willie & Phil,92323,Paul Mazursky,"Michael Ontkean, Margot Kidder, Ray Sharkey, Jan Miner, Tom Brennan","Phim Hài, Phim Chính Kịch, Phim Lãng Mạn",115,11.9189,1980,https://image.tmdb.org/t/p/w500/eZ9EbDHZ1zg6KQUS75FDgpXCDGq.jpg,https://image.tmdb.org/t/p/original/cgaTA9nD6ODfHAN7j426xsqmSSo.jpg,4.091,
Ảo Thuật Gia Tài Ba,1491,Neil Burger,"Edward Norton, Paul Giamatti, Jessica Biel, Rufus Sewell, Eddie Marsan","Phim Giả Tượng, Phim Chính Kịch, Phim Gây Cấn, Phim Lãng Mạn",110,11.4311,2006,https://image.tmdb.org/t/p/w500/1O9jUvqkHaGBMVRyOJz1AlkmALW.jpg,https://image.tmdb.org/t/p/original/8ScGUtKTupr5rVLiXRmffjKMRhH.jpg,7.295,"Vào thập niên 90, ở thành Vienna, Eisenheim vốn là một nhà ảo thuật tài ba được công chúng ngưỡng mộ. Anh đem lòng yêu Sophie, cô bạn nhỏ từ thời thơ ấu, nhưng lại bị ngăn cản bởi địa vị xã hội của hai người quá chênh lệch. Khi Sophie được gả cho hoàng tử, Eisenheim sử dụng ma thuật của mình để tìm cách cướp cô lại và gây nên sự chao đảo trong hoàng gia."
Anh Em Ghẻ,12133,Adam McKay,"Will Ferrell, John C. Reilly, Richard Jenkins, Mary Steenburgen, Adam Scott",Phim Hài,98,12.026,2008,https://image.tmdb.org/t/p/w500/tY2FpgzPVx92JrYveWt4bn3cMyD.jpg,https://image.tmdb.org/t/p/original/247H2jS9Te9TTmKDcAMg3LN5gmI.jpg,6.557,"Brennan Huff là anh chàng 39 tuổi với công việc làm thêm không ổn định và đang sống chung cùng với mẹ mình là Nancy. Còn Dale Doback cũng là một anh chàng tương tự nhưng lớn hơn Brenna 1 tuổi và sống cùng cha mình là Robert.Khi Nancy và Robert gặp gỡ, yêu nhau và dọn về sống cùng nhau thì đột ngột Brennan và Dale trở thành anh em ghẻ của nhau.Mặc dù thời gian đầu sống cùng nhau dưới một mái nhà, Brennan và Dale luôn có những mâu thuẫn với nhau, ghét nhau, nhưng rồi, cả hai chợt nhận ra rằng dường như giữa họ có những điểm tương đồng với nhau, đều là những kẻ lớn xác nhưng đầu óc thì như những đứa trẻ và nhất là lười biếng như nhau.Thế rồi, cả hai buộc phải hợp tác với nhau khi mà cha mẹ của họ muốn họ phải dọn ra ở riêng…"
Dinh Thự Saltburn,930564,Emerald Fennell,"Barry Keoghan, Jacob Elordi, Rosamund Pike, Richard E. Grant, Alison Oliver","Phim Chính Kịch, Phim Hài, Phim Gây Cấn",131,11.9453,2023,https://image.tmdb.org/t/p/w500/zGTfMwG112BC66mpaveVxoWPOaB.jpg,https://image.tmdb.org/t/p/original/bAtFhmRHp0f6aHqj1UGTZoPcmQo.jpg,6.965,"Là một phim hài đen và kịch tâm lý do Emerald Fennell viết kịch bản, đạo diễn và sản xuất. Phim kể về một sinh viên Đại học Oxford trong những năm 2000, người trở nên ám ảnh với một sinh viên giàu có, dẫn đến một mùa hè đầy rối ren và bí ẩn tại biệt thự gia đình lớn. Phim nhận được đánh giá tích cực và đề cử Giải Quả Cầu Vàng cho diễn xuất của Keog"
The Hole,45650,Joe Dante,"Chris Massoglia, Nathan Gamble, Haley Bennett, Teri Polo, Bruce Dern","Phim Gây Cấn, Phim Phiêu Lưu, Phim Giả Tượng",92,11.8577,2009,https://image.tmdb.org/t/p/w500/tQMxsrsVtpB2D2n01nUqgOMmSWD.jpg,https://image.tmdb.org/t/p/original/zK4ST48F7pmhBmMILhv6vvQO4n4.jpg,5.766,
Thực Đơn Bí Ẩn,593643,Mark Mylod,"Anya Taylor-Joy, Ralph Fiennes, Nicholas Hoult, Janet McTeer, Paul Adelstein","Phim Hài, Phim Kinh Dị, Phim Gây Cấn",107,12.8995,2022,https://image.tmdb.org/t/p/w500/55JU1cjpkUo6ku2jnoAP0W53OcZ.jpg,https://image.tmdb.org/t/p/original/mSyQoValhBsJdq3JNGXJww2Q5yL.jpg,7.171,"Một cặp đôi (Anya Taylor-Joy và Nicholas Hoult) tới một hòn đảo ven biển để thưởng thức ẩm thực tại một nhà hàng độc nhất và bếp trưởng (Ralph Fiennes) đã chuẩn bị cho mọi người một thực đơn hoành tráng, kèm theo một vài bất ngờ gây sốc."
Người Hóa Sói - Wolfwalkers,441130,Tomm Moore,"Honor Kneafsey, Eva Whittaker, Sean Bean, Simon McBurney, Tommy Tiernan","Phim Hoạt Hình, Phim Gia Đình, Phim Phiêu Lưu, Phim Giả Tượng",102,10.207,2020,https://image.tmdb.org/t/p/w500/spRgmnGm8VpSNnsm7FKTYY5ix6N.jpg,https://image.tmdb.org/t/p/original/3zTbERSBLh7waK9811RTKGAcG86.jpg,8.205,"Cô bé thợ săn học việc du hành đến Ireland để giúp bố diệt sạch đàn sói cuối cùng. Nhưng mọi chuyện thay đổi khi cô kết bạn với một cô bé phóng khoáng đến từ một tộc người bí ẩn, được đồn là có thể hóa thành sói vào ban đêm."
Altri Desideri Particolari,748881,Andrea Bianchi,"Alban Ceray, Hélène Shirley, Pauline Teutscher, Lise Pinson, Olivier Mathot",Phim Lãng Mạn,88,14.2511,1983,https://image.tmdb.org/t/p/w500/2dmLDYGcxgGDmsIfF2zKD9canxz.jpg,,5.0,
P.O.E. : Project of Evil,193580,Giuliano Giacomelli,"Dario Biancone, Angelo Campus, David D'Ingeo, Francesco Malcom, Manlio Maresca",Phim Kinh Dị,92,10.9462,2012,https://image.tmdb.org/t/p/w500/tg5bOtmRmTZG4kYx5EPS8vMmahg.jpg,https://image.tmdb.org/t/p/original/6Qi4gBTBLDyULhWojtR8DpyJFf4.jpg,4.588,
Eliminators,47822,Peter Manoogian,"Andrew Prine, Denise Crosby, Patrick Reynolds, Conan Lee, Roy Dotrice","Phim Hành Động, Phim Khoa Học Viễn Tưởng",96,9.791,1986,https://image.tmdb.org/t/p/w500/9RBzZcSKmBhVbJWtLwELyvU7V4G.jpg,https://image.tmdb.org/t/p/original/ylU0kZPqDlPyaKkZ9TI7tvvGvAC.jpg,4.779,
Arena Wars,995803,Brandon Slagle,"Michael Madsen, Eric Roberts, Robert LaSardo, John Wells, Kevin Hager","Phim Hành Động, Phim Khoa Học Viễn Tưởng, Phim Gây Cấn, Phim Hài, Phim Kinh Dị",96,11.5711,2024,https://image.tmdb.org/t/p/w500/4dRtXjk1rcsZlaMJpBn6Nh9cTfO.jpg,https://image.tmdb.org/t/p/original/4r7e8KNcjmb8eAt3MzKZpcuIjAn.jpg,5.2,
Frygtelig lykkelig,15952,Henrik Ruben Genz,"Jakob Cedergren, Lene Maria Christensen, Kim Bodnia, Lars Brygmann, Anders Hove","Phim Chính Kịch, Phim Gây Cấn",90,11.2797,2008,https://image.tmdb.org/t/p/w500/58br8iIgCDsUrbErMHoYN6GBQ8.jpg,https://image.tmdb.org/t/p/original/iHQoMGXDw4Wg9PHEOXShbhBNJFm.jpg,6.203,
Lệnh Hủy Diệt,1992,Robert Rodriguez,"Rose McGowan, Freddy Rodríguez, Marley Shelton, Josh Brolin, Jeff Fahey","Phim Kinh Dị, Phim Hành Động, Phim Gây Cấn",105,12.4899,2007,https://image.tmdb.org/t/p/w500/3705GxG0RN9XDV5y9IiXKYHw1fK.jpg,https://image.tmdb.org/t/p/original/lJge9l4ZLf05SHlok9w1Rv5FX5r.jpg,6.685,"“Planet Terror” kể về một nhóm người “không ai giống ai” gồm tên tội phạm Wray ( Freddy Rodriguez), vũ công thoát y Cherry ( Rose McGowan), bác sĩ đồng tính Dakota Block ( Marley Shelton)… nhưng phải “chung tay” (và cả chân!) để trốn khỏi vùng Texas đầy rẫy những cái xác di động. Nguyên nhân là một loại vũ khí sinh học của chính phủ vô tình bị giải phóng ra ngoài không khí đã khiến những người dân thường bị biến đổi thành những zombie đi ăn thịt đồng loại. Những người còn sống sót vừa phải chiến đấu với xác sống vừa phải chống lại lực lượng quân đội vốn đã bị nhiễm bệnh nhưng nhờ hít một loại khí giải độc mà vẫn còn tồn tại."
Robot Biết Yêu,10681,Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard, John Ratzenberger","Phim Hoạt Hình, Phim Gia Đình, Phim Khoa Học Viễn Tưởng",98,12.5366,2008,https://image.tmdb.org/t/p/w500/jNPu8FFumN2gTdUn4Np4kFVobtU.jpg,https://image.tmdb.org/t/p/original/ai2FicMUxLCurVkjtYdSvVDWRmS.jpg,8.1,"Trong tương lai, trái đất bị bao phủ bởi rác thải, loài người buộc phải rời khỏi trái đất và thay thế vào đó là hàng triệu con rô-bốt nhỏ bé với nhiệm vụ thu dọn rác thải cho đến khi trái đất có thể ở được.  Nhưng chương trình đó thất bại chỉ trừ một chú robot nhỏ bé vẫn chăm chỉ làm công việc của mình, đó chính là WALL-E – robot duy nhất bị bỏ lại trên trái đất bắt đầu có một lỗi nhỏ trong hệ thống: phát triển tính cách của con người. WALL-E lãng mạn mơ ước rằng một ngày cậu sẽ kết giao được với ai đó, và cuộc đời này hẳn còn nhiều điều thú vị hơn công việc buồn tẻ mà cậu làm hàng ngày.  Thế rồi EVE xuất hiện. EVE là cô người máy thăm dò có kiểu dáng đẹp, nhanh nhẹn, có thể bay và được trang bị súng laser. EVE thuộc hạm đội người máy được Phi trưởng của tàu Axiom cử xuống trái đất để làm nhiệm vụ kiểm tra bí mật. Theo đuổi EVE, WALL-E không thể ngờ rằng cậu sẽ vượt qua dải ngân hà và bước vào một chuyến phiêu lưu kỳ thú vượt xa sự tưởng tượng của chính mình."
Đấu Trường Âm Nhạc 2,438695,Garth Jennings,"Matthew McConaughey, Reese Witherspoon, Scarlett Johansson, Taron Egerton, Bobby Cannavale","Phim Gia Đình, Phim Hài, Phim Nhạc, Phim Hoạt Hình",110,12.39,2021,https://image.tmdb.org/t/p/w500/xJlaM6aMpizhi1va7L95sMulDHf.jpg,https://image.tmdb.org/t/p/original/ztiFxuG0gC6wQ8y7JZFYbCQyN4Y.jpg,7.838,“Bầu sô” Buster Moon và các bạn phải tìm cách thuyết phục ngôi sao Clay Calloway đã về hưu nhiều năm trở lại và tham gia buổi diễn của họ.
Stewardess School,51743,Ken Blancato,"Brett Cullen, Mary Cadorette, Don Most, Sandahl Bergman, Judy Landers",Phim Hài,93,10.604,1986,https://image.tmdb.org/t/p/w500/gv3RXJ0epHMahYd5HBJhApDQHXG.jpg,https://image.tmdb.org/t/p/original/8Z3z9zGRJK6nzoG0aoXiyv0RjSu.jpg,4.83,
Der Ölprinz,19199,Harald Philipp,"Stewart Granger, Pierre Brice, Harald Leipnitz, Heinz Erhardt, Terence Hill","Phim Phiêu Lưu, Phim Miền Tây",89,11.6408,1965,https://image.tmdb.org/t/p/w500/zbi7PsU6x5rxvzOR53fnlvEsqr9.jpg,https://image.tmdb.org/t/p/original/3pDUmvySpZ9NcDGsNfZdaLYjabi.jpg,6.3,
